Sostav,Days,Concerts,Halls,Genre,ShowTime,TransTime,WaitTime,Costs,Musician,Composer,programm,FamilyConc,TransTime_%,WaitTime_%,TransTime_Score,WaitTime_Score,Trans-Wait_%,Density,HallChanges,Top5Authors,Top5AuthorsShare,RareAuthorsShare,RecommendedArtistsRatio,RecommendedPiecesRatio,ComfortScore,ComfortLevel,RareAuthorsShare_qnorm,RecommendedPiecesRatio_qnorm,RecommendedArtistsRatio_qnorm,AvgWorksPerConcert,DepthScore,GenreDiversityScore,IntellectScore,IntellectCategory,IntellectScoreLabel,AuthorBalance,ComfortScoreLabel,AuthorBalanceLabel,Top5AuthorsShareLabel,RareAuthorsShareLabel,GMM_Cluster
"[4, 7, 16, 21, 23, 29]",1,6,4,5,345.0,33.0,225.0,1200,16,11,22,1,65.3,39.3,34.7,60.7,21.1,0.0,5,13,0.591,0.0,0.375,0.0,42.5,🔴 Неудобный,0.2984372529383861,0.5000131766194065,0.0717071628103094,3.6666666666666665,27.27272727272728,83.3,47.4,⚖️ Базовый,⚖️ Базовый (30–60%),0.2955,⚖️ Базовый (30–60%),⚖️ Базовый (30–60%),⚖️ Базовый (30–60%),,1
"[4, 7, 16, 21, 23, 30]",1,6,4,5,270.0,30.0,300.0,1200,11,14,27,1,52.7,81.1,47.3,18.90000000000001,8.9,0.0,5,16,0.593,0.0,0.455,0.0,38.8,🔴 Неудобный,0.2984372529383861,0.5000131766194065,0.2086254150635113,4.5,22.22222222222222,83.3,48.5,⚖️ Базовый,⚖️ Базовый (30–60%),0.2965,⚖️ Базовый (30–60%),⚖️ Базовый (30–60%),⚖️ Базовый (30–60%),,1
"[4, 7, 16, 21, 24, 28]",1,6,4,4,290.0,29.0,195.0,1200,10,12,23,1,48.2,19.2,51.8,80.8,41.9,0.0,5,14,0.609,0.0,0.4,0.0,60.5,🟡 Умеренный,0.2984372529383861,0.5000131766194065,0.1022110367364149,3.8333333333333335,26.08695652173913,66.7,43.9,⚖️ Базовый,💤 Поверхностный (0–30%),0.3045,🎯 Интересный (60–90%),⚖️ Базовый (30–60%),🎯 Интересный (60–90%),,0
"[4, 7, 16, 21, 24, 29]",1,6,5,4,345.0,23.0,225.0,1200,16,12,23,1,24.6,39.3,75.4,60.7,45.8,0.0,5,15,0.652,0.0,0.438,0.0,71.0,🟡 Умеренный,0.2984372529383861,0.5000131766194065,0.1673298898434617,3.8333333333333335,26.08695652173913,66.7,45.8,⚖️ Базовый,💤 Поверхностный (0–30%),0.326,🎯 Интересный (60–90%),🎯 Интересный (60–90%),🎯 Интересный (60–90%),,4
"[4, 7, 16, 21, 24, 30]",1,6,5,4,270.0,22.0,300.0,1200,11,14,28,1,21.4,81.1,78.6,18.90000000000001,14.9,0.0,5,18,0.643,0.0,0.545,0.0,60.7,🟡 Умеренный,0.2984372529383861,0.5000131766194065,0.4637642966320561,4.666666666666667,21.428571428571427,66.7,48.7,⚖️ Базовый,⚖️ Базовый (30–60%),0.3215,🎯 Интересный (60–90%),🎯 Интересный (60–90%),🎯 Интересный (60–90%),,1
"[4, 7, 16, 21, 25, 29]",1,6,5,4,345.0,22.0,225.0,1200,14,11,21,1,21.4,39.3,78.6,60.7,47.7,0.0,5,12,0.571,0.0,0.467,0.0,73.2,🟡 Умеренный,0.2984372529383861,0.5000131766194065,0.2418568492067675,3.5,28.57142857142857,66.7,45.0,⚖️ Базовый,💤 Поверхностный (0–30%),0.2855,🎯 Интересный (60–90%),⚖️ Базовый (30–60%),⚖️ Базовый (30–60%),,4
"[4, 7, 16, 21, 25, 30]",1,6,4,4,270.0,20.0,300.0,1200,9,14,26,1,15.4,81.1,84.6,18.90000000000001,16.0,0.0,4,15,0.577,0.0,0.6,0.0,64.9,🟡 Умеренный,0.2984372529383861,0.5000131766194065,0.6250988246455489,4.333333333333333,23.07692307692308,66.7,49.3,⚖️ Базовый,⚖️ Базовый (30–60%),0.2885,🎯 Интересный (60–90%),⚖️ Базовый (30–60%),⚖️ Базовый (30–60%),,4
"[4, 7, 16, 21, 26, 29]",1,6,4,5,345.0,23.0,225.0,1200,15,11,21,1,24.6,39.3,75.4,60.7,45.8,0.0,5,12,0.571,0.0,0.467,0.0,71.0,🟡 Умеренный,0.2984372529383861,0.5000131766194065,0.2418568492067675,3.5,28.57142857142857,83.3,49.2,⚖️ Базовый,⚖️ Базовый (30–60%),0.2855,🎯 Интересный (60–90%),⚖️ Базовый (30–60%),⚖️ Базовый (30–60%),,4
"[4, 7, 16, 21, 26, 30]",1,6,4,5,270.0,21.0,300.0,1200,10,14,26,1,18.1,81.1,81.9,18.90000000000001,15.5,0.0,5,15,0.577,0.0,0.6,0.0,63.0,🟡 Умеренный,0.2984372529383861,0.5000131766194065,0.6250988246455489,4.333333333333333,23.07692307692308,83.3,53.4,⚖️ Базовый,🎯 Интересный (60–90%),0.2885,🎯 Интересный (60–90%),⚖️ Базовый (30–60%),⚖️ Базовый (30–60%),,4
"[4, 7, 16, 21, 27, 29]",1,6,5,5,345.0,27.0,225.0,1200,15,15,24,1,38.2,39.3,61.8,60.7,37.5,0.0,5,15,0.577,0.0,0.467,0.0,61.5,🟡 Умеренный,0.2984372529383861,0.5000131766194065,0.2418568492067675,4.0,25.0,83.3,48.9,⚖️ Базовый,⚖️ Базовый (30–60%),0.2885,🎯 Интересный (60–90%),⚖️ Базовый (30–60%),⚖️ Базовый (30–60%),,4
"[4, 7, 16, 21, 27, 30]",1,6,5,5,270.0,26.0,300.0,1200,10,17,29,1,33.8,81.1,66.2,18.90000000000001,12.5,0.0,5,18,0.581,0.0,0.6,0.0,52.0,🟡 Умеренный,0.2984372529383861,0.5000131766194065,0.6250988246455489,4.833333333333333,20.6896551724138,83.3,53.2,⚖️ Базовый,🎯 Интересный (60–90%),0.2905,⚖️ Базовый (30–60%),⚖️ Базовый (30–60%),⚖️ Базовый (30–60%),,1
"[4, 7, 16, 21, 28, 30]",1,6,4,5,290.0,20.0,280.0,1200,10,14,26,1,15.4,66.8,84.6,33.2,28.1,0.0,4,15,0.577,0.0,0.5,0.0,69.2,🟡 Умеренный,0.2984372529383861,0.5000131766194065,0.3306936172455594,4.333333333333333,23.07692307692308,83.3,49.7,⚖️ Базовый,⚖️ Базовый (30–60%),0.2885,🎯 Интересный (60–90%),⚖️ Базовый (30–60%),⚖️ Базовый (30–60%),,4
"[4, 7, 16, 22, 25, 29]",1,6,6,4,355.0,20.0,215.0,1200,16,10,16,1,15.4,27.0,84.6,73.0,61.8,0.0,5,8,0.5,0.0,0.412,0.0,81.1,🟢 Очень комфортный,0.2984372529383861,0.5000131766194065,0.1187345174721973,2.6666666666666665,37.5,66.7,42.8,⚖️ Базовый,💤 Поверхностный (0–30%),0.25,🧠 Насыщенный (Top 10%),💤 Поверхностный (0–30%),💤 Поверхностный (0–30%),,4
"[4, 7, 16, 22, 25, 30]",1,6,5,4,280.0,18.0,290.0,1200,11,13,21,1,12.1,71.4,87.9,28.599999999999994,25.1,0.0,4,11,0.524,0.0,0.5,0.0,70.1,🟡 Умеренный,0.2984372529383861,0.5000131766194065,0.3306936172455594,3.5,28.57142857142857,66.7,44.9,⚖️ Базовый,💤 Поверхностный (0–30%),0.262,🎯 Интересный (60–90%),💤 Поверхностный (0–30%),⚖️ Базовый (30–60%),,4
"[4, 7, 16, 22, 27, 29]",1,6,6,5,355.0,31.0,215.0,1200,17,14,20,1,57.2,27.0,42.8,73.0,31.2,0.0,5,11,0.524,0.0,0.412,0.0,51.9,🟡 Умеренный,0.2984372529383861,0.5000131766194065,0.1187345174721973,3.333333333333333,30.0,83.3,46.6,⚖️ Базовый,💤 Поверхностный (0–30%),0.262,⚖️ Базовый (30–60%),💤 Поверхностный (0–30%),⚖️ Базовый (30–60%),,1
"[4, 7, 16, 22, 27, 30]",1,6,6,5,280.0,30.0,290.0,1200,12,16,25,1,52.7,71.4,47.3,28.599999999999994,13.5,0.0,5,14,0.538,0.0,0.5,0.0,41.7,🔴 Неудобный,0.2984372529383861,0.5000131766194065,0.3306936172455594,4.166666666666667,24.0,83.3,48.9,⚖️ Базовый,⚖️ Базовый (30–60%),0.269,⚖️ Базовый (30–60%),⚖️ Базовый (30–60%),⚖️ Базовый (30–60%),,1
"[4, 7, 16, 22, 28, 30]",1,6,5,5,300.0,32.0,270.0,1200,12,13,21,1,61.5,60.3,38.5,39.7,15.3,0.0,5,11,0.524,0.0,0.417,0.0,38.9,🔴 Неудобный,0.2984372529383861,0.5000131766194065,0.1258762451905339,3.5,28.57142857142857,83.3,46.5,⚖️ Базовый,💤 Поверхностный (0–30%),0.262,⚖️ Базовый (30–60%),💤 Поверхностный (0–30%),⚖️ Базовый (30–60%),,1
"[4, 7, 16, 23, 28, 30]",1,6,4,6,290.0,20.0,280.0,1200,11,13,21,1,15.4,66.8,84.6,33.2,28.1,0.0,4,10,0.476,0.0,0.364,0.0,69.2,🟡 Умеренный,0.2984372529383861,0.5000131766194065,0.05892584198598,3.5,28.57142857142857,100.0,48.7,⚖️ Базовый,⚖️ Базовый (30–60%),0.238,🎯 Интересный (60–90%),💤 Поверхностный (0–30%),💤 Поверхностный (0–30%),,4
"[4, 7, 16, 24, 28, 30]",1,6,5,5,290.0,35.0,280.0,1200,11,13,22,1,71.4,66.8,28.599999999999994,33.2,9.5,0.0,5,12,0.545,0.0,0.455,0.0,30.0,🔴 Неудобный,0.2984372529383861,0.5000131766194065,0.2086254150635113,3.6666666666666665,27.27272727272728,83.3,47.9,⚖️ Базовый,⚖️ Базовый (30–60%),0.2725,💤 Поверхностный (0–30%),⚖️ Базовый (30–60%),⚖️ Базовый (30–60%),,2
"[4, 7, 17, 21, 23, 28]",1,6,4,4,295.0,29.0,190.0,1200,10,8,15,1,48.2,15.4,51.8,84.6,43.8,0.0,5,10,0.667,0.0,0.4,0.0,61.6,🟡 Умеренный,0.2984372529383861,0.5000131766194065,0.1022110367364149,2.5,40.0,66.7,47.1,⚖️ Базовый,💤 Поверхностный (0–30%),0.3335,🎯 Интересный (60–90%),🎯 Интересный (60–90%),🎯 Интересный (60–90%),,4
"[4, 7, 17, 21, 23, 29]",1,6,5,4,350.0,37.0,220.0,1200,16,8,15,1,77.3,31.2,22.700000000000003,68.8,15.6,0.0,5,11,0.733,0.0,0.438,0.0,36.5,🔴 Неудобный,0.2984372529383861,0.5000131766194065,0.1673298898434617,2.5,40.0,66.7,49.6,⚖️ Базовый,⚖️ Базовый (30–60%),0.3665,💤 Поверхностный (0–30%),🧠 Насыщенный (Top 10%),🧠 Насыщенный (Top 10%),,1
"[4, 7, 17, 21, 23, 30]",1,6,5,4,275.0,34.0,295.0,1200,11,11,20,1,68.6,74.6,31.40000000000001,25.40000000000001,8.0,0.0,5,14,0.7,0.0,0.545,0.0,29.6,🔴 Неудобный,0.2984372529383861,0.5000131766194065,0.4637642966320561,3.333333333333333,30.0,66.7,51.2,⚖️ Базовый,⚖️ Базовый (30–60%),0.35,💤 Поверхностный (0–30%),🎯 Интересный (60–90%),🎯 Интересный (60–90%),,5
"[4, 7, 17, 21, 24, 28]",1,6,3,3,295.0,33.0,190.0,1200,10,8,16,1,65.3,15.4,34.7,84.6,29.4,0.0,5,12,0.75,0.0,0.5,0.0,49.7,🔴 Неудобный,0.2984372529383861,0.5000131766194065,0.3306936172455594,2.6666666666666665,37.5,50.0,47.5,⚖️ Базовый,⚖️ Базовый (30–60%),0.375,⚖️ Базовый (30–60%),🧠 Насыщенный (Top 10%),🧠 Насыщенный (Top 10%),,1
"[4, 7, 17, 21, 24, 29]",1,6,4,3,350.0,27.0,220.0,1200,16,8,16,1,38.2,31.2,61.8,68.8,42.5,0.0,5,13,0.812,0.0,0.5,0.0,63.9,🟡 Умеренный,0.2984372529383861,0.5000131766194065,0.3306936172455594,2.6666666666666665,37.5,50.0,49.1,⚖️ Базовый,⚖️ Базовый (30–60%),0.406,🎯 Интересный (60–90%),🧠 Насыщенный (Top 10%),🧠 Насыщенный (Top 10%),,4
"[4, 7, 17, 21, 24, 30]",1,6,4,3,275.0,26.0,295.0,1200,11,10,21,1,33.8,74.6,66.2,25.40000000000001,16.8,0.0,5,16,0.762,0.0,0.636,0.0,54.0,🟡 Умеренный,0.2984372529383861,0.5000131766194065,0.7160438517893849,3.5,28.57142857142857,50.0,51.5,⚖️ Базовый,⚖️ Базовый (30–60%),0.381,⚖️ Базовый (30–60%),🧠 Насыщенный (Top 10%),🧠 Насыщенный (Top 10%),,1
"[4, 7, 17, 21, 25, 29]",1,6,5,3,350.0,26.0,220.0,1200,14,7,14,1,33.8,31.2,66.2,68.8,45.5,0.0,5,10,0.714,0.0,0.533,0.0,67.0,🟡 Умеренный,0.2984372529383861,0.5000131766194065,0.4183576661571707,2.333333333333333,42.85714285714285,50.0,48.4,⚖️ Базовый,⚖️ Базовый (30–60%),0.357,🎯 Интересный (60–90%),🎯 Интересный (60–90%),🎯 Интересный (60–90%),,4
"[4, 7, 17, 21, 25, 30]",1,6,4,3,275.0,24.0,295.0,1200,9,10,19,1,27.5,74.6,72.5,25.40000000000001,18.4,0.0,4,13,0.684,0.0,0.7,0.0,58.4,🟡 Умеренный,0.2984372529383861,0.5000131766194065,0.817556527697254,3.1666666666666665,31.57894736842105,50.0,51.2,⚖️ Базовый,⚖️ Базовый (30–60%),0.342,🎯 Интересный (60–90%),🎯 Интересный (60–90%),🎯 Интересный (60–90%),,1
"[4, 7, 17, 21, 26, 29]",1,6,4,4,350.0,27.0,220.0,1200,15,7,14,1,38.2,31.2,61.8,68.8,42.5,0.0,5,10,0.714,0.0,0.533,0.0,63.9,🟡 Умеренный,0.2984372529383861,0.5000131766194065,0.4183576661571707,2.333333333333333,42.85714285714285,66.7,52.6,⚖️ Базовый,⚖️ Базовый (30–60%),0.357,🎯 Интересный (60–90%),🎯 Интересный (60–90%),🎯 Интересный (60–90%),,4
"[4, 7, 17, 21, 26, 30]",1,6,4,4,275.0,25.0,295.0,1200,10,10,19,1,30.4,74.6,69.6,25.40000000000001,17.7,0.0,5,13,0.684,0.0,0.7,0.0,56.3,🟡 Умеренный,0.2984372529383861,0.5000131766194065,0.817556527697254,3.1666666666666665,31.57894736842105,66.7,55.4,⚖️ Базовый,🎯 Интересный (60–90%),0.342,⚖️ Базовый (30–60%),🎯 Интересный (60–90%),🎯 Интересный (60–90%),,1
"[4, 7, 17, 21, 27, 29]",1,6,5,4,350.0,31.0,220.0,1200,15,11,18,1,57.2,31.2,42.8,68.8,29.4,0.0,5,13,0.684,0.0,0.533,0.0,50.6,🟡 Умеренный,0.2984372529383861,0.5000131766194065,0.4183576661571707,3.0,33.33333333333333,66.7,50.6,⚖️ Базовый,⚖️ Базовый (30–60%),0.342,⚖️ Базовый (30–60%),🎯 Интересный (60–90%),🎯 Интересный (60–90%),,1
"[4, 7, 17, 21, 27, 30]",1,6,5,4,275.0,30.0,295.0,1200,10,13,23,1,52.7,74.6,47.3,25.40000000000001,12.0,0.0,5,16,0.667,0.0,0.7,0.0,40.7,🔴 Неудобный,0.2984372529383861,0.5000131766194065,0.817556527697254,3.8333333333333335,26.08695652173913,66.7,54.3,⚖️ Базовый,🎯 Интересный (60–90%),0.3335,⚖️ Базовый (30–60%),🎯 Интересный (60–90%),🎯 Интересный (60–90%),,1
"[4, 7, 17, 21, 28, 30]",1,6,4,4,295.0,24.0,275.0,1200,10,10,19,1,27.5,63.0,72.5,37.0,26.8,0.0,4,13,0.684,0.0,0.6,0.0,61.8,🟡 Умеренный,0.2984372529383861,0.5000131766194065,0.6250988246455489,3.1666666666666665,31.57894736842105,66.7,53.0,⚖️ Базовый,🎯 Интересный (60–90%),0.342,🎯 Интересный (60–90%),🎯 Интересный (60–90%),🎯 Интересный (60–90%),,4
"[4, 7, 17, 22, 25, 29]",1,6,6,3,360.0,12.0,210.0,1200,16,5,9,1,2.0,24.6,98.0,75.4,73.9,0.0,5,6,0.667,0.0,0.471,0.0,91.2,🟢 Очень комфортный,0.2984372529383861,0.5000131766194065,0.2531887418963791,1.5,66.66666666666666,50.0,48.1,⚖️ Базовый,⚖️ Базовый (30–60%),0.3335,🧠 Насыщенный (Top 10%),🎯 Интересный (60–90%),🎯 Интересный (60–90%),,4
"[4, 7, 17, 22, 25, 30]",1,6,5,3,285.0,10.0,285.0,1200,11,8,14,1,1.3,69.5,98.7,30.5,30.1,0.0,4,9,0.643,0.0,0.583,0.0,78.2,🟡 Умеренный,0.2984372529383861,0.5000131766194065,0.58406683181363,2.333333333333333,42.85714285714285,50.0,48.7,⚖️ Базовый,⚖️ Базовый (30–60%),0.3215,🎯 Интересный (60–90%),🎯 Интересный (60–90%),🎯 Интересный (60–90%),,4
"[4, 7, 17, 22, 27, 29]",1,6,6,4,360.0,23.0,210.0,1200,17,10,14,1,24.6,24.6,75.4,75.4,56.9,0.0,5,9,0.643,0.0,0.471,0.0,75.4,🟡 Умеренный,0.2984372529383861,0.5000131766194065,0.2531887418963791,2.333333333333333,42.85714285714285,66.7,48.7,⚖️ Базовый,⚖️ Базовый (30–60%),0.3215,🎯 Интересный (60–90%),🎯 Интересный (60–90%),🎯 Интересный (60–90%),,4
"[4, 7, 17, 22, 27, 30]",1,6,6,4,285.0,22.0,285.0,1200,12,12,19,1,21.4,69.5,78.6,30.5,24.0,0.0,5,12,0.632,0.0,0.583,0.0,64.2,🟡 Умеренный,0.2984372529383861,0.5000131766194065,0.58406683181363,3.1666666666666665,31.57894736842105,66.7,51.2,⚖️ Базовый,⚖️ Базовый (30–60%),0.316,🎯 Интересный (60–90%),🎯 Интересный (60–90%),🎯 Интересный (60–90%),,4
"[4, 7, 17, 22, 28, 30]",1,6,5,4,305.0,24.0,265.0,1200,12,8,14,1,27.5,58.9,72.5,41.1,29.8,0.0,5,9,0.643,0.0,0.5,0.0,63.1,🟡 Умеренный,0.2984372529383861,0.5000131766194065,0.3306936172455594,2.333333333333333,42.85714285714285,66.7,49.7,⚖️ Базовый,⚖️ Базовый (30–60%),0.3215,🎯 Интересный (60–90%),🎯 Интересный (60–90%),🎯 Интересный (60–90%),,4
"[4, 7, 17, 23, 28, 30]",1,6,5,5,295.0,35.0,275.0,1200,11,9,14,1,71.4,63.0,28.599999999999994,37.0,10.6,0.0,5,8,0.571,0.0,0.455,0.0,31.1,🔴 Неудобный,0.2984372529383861,0.5000131766194065,0.2086254150635113,2.333333333333333,42.85714285714285,83.3,50.5,⚖️ Базовый,⚖️ Базовый (30–60%),0.2855,💤 Поверхностный (0–30%),⚖️ Базовый (30–60%),⚖️ Базовый (30–60%),,5
"[4, 7, 17, 24, 28, 30]",1,6,4,4,295.0,24.0,275.0,1200,11,8,15,1,27.5,63.0,72.5,37.0,26.8,0.0,4,10,0.667,0.0,0.545,0.0,61.8,🟡 Умеренный,0.2984372529383861,0.5000131766194065,0.4637642966320561,2.5,40.0,66.7,51.6,⚖️ Базовый,⚖️ Базовый (30–60%),0.3335,🎯 Интересный (60–90%),🎯 Интересный (60–90%),🎯 Интересный (60–90%),,4
"[4, 7, 18, 22, 25, 29]",1,6,5,3,360.0,11.0,210.0,1200,15,5,10,1,1.7,24.6,98.3,75.4,74.1,0.0,5,7,0.7,0.0,0.5,0.0,91.4,🟢 Очень комфортный,0.2984372529383861,0.5000131766194065,0.3306936172455594,1.6666666666666667,60.0,50.0,49.1,⚖️ Базовый,⚖️ Базовый (30–60%),0.35,🧠 Насыщенный (Top 10%),🎯 Интересный (60–90%),🎯 Интересный (60–90%),,4
"[4, 7, 18, 22, 25, 30]",1,6,4,3,285.0,9.0,285.0,1200,10,8,15,1,1.0,69.5,99.0,30.5,30.2,0.0,4,10,0.667,0.0,0.615,0.0,78.4,🟡 Умеренный,0.2984372529383861,0.5000131766194065,0.6594239181995467,2.5,40.0,50.0,49.9,⚖️ Базовый,⚖️ Базовый (30–60%),0.3335,🎯 Интересный (60–90%),🎯 Интересный (60–90%),🎯 Интересный (60–90%),,4
"[4, 7, 18, 22, 27, 29]",1,6,6,4,360.0,22.0,210.0,1200,16,9,15,1,21.4,24.6,78.6,75.4,59.3,0.0,5,10,0.667,0.0,0.5,0.0,77.6,🟡 Умеренный,0.2984372529383861,0.5000131766194065,0.3306936172455594,2.5,40.0,66.7,49.9,⚖️ Базовый,⚖️ Базовый (30–60%),0.3335,🎯 Интересный (60–90%),🎯 Интересный (60–90%),🎯 Интересный (60–90%),,4
"[4, 7, 18, 22, 27, 30]",1,6,5,4,285.0,21.0,285.0,1200,11,11,20,1,18.1,69.5,81.9,30.5,25.0,0.0,5,13,0.65,0.0,0.615,0.0,66.5,🟡 Умеренный,0.2984372529383861,0.5000131766194065,0.6594239181995467,3.333333333333333,30.0,66.7,52.4,⚖️ Базовый,⚖️ Базовый (30–60%),0.325,🎯 Интересный (60–90%),🎯 Интересный (60–90%),🎯 Интересный (60–90%),,4
"[4, 7, 18, 22, 28, 30]",1,6,4,4,305.0,23.0,265.0,1200,11,8,15,1,24.6,58.9,75.4,41.1,31.0,0.0,5,10,0.667,0.0,0.538,0.0,65.1,🟡 Умеренный,0.2984372529383861,0.5000131766194065,0.437714120065356,2.5,40.0,66.7,51.3,⚖️ Базовый,⚖️ Базовый (30–60%),0.3335,🎯 Интересный (60–90%),🎯 Интересный (60–90%),🎯 Интересный (60–90%),,4
"[4, 7, 18, 23, 28, 30]",1,6,4,5,295.0,32.0,275.0,1200,10,9,15,1,61.5,63.0,38.5,37.0,14.2,0.0,5,9,0.6,0.0,0.5,0.0,38.0,🔴 Неудобный,0.2984372529383861,0.5000131766194065,0.3306936172455594,2.5,40.0,83.3,52.4,⚖️ Базовый,⚖️ Базовый (30–60%),0.3,⚖️ Базовый (30–60%),⚖️ Базовый (30–60%),🎯 Интересный (60–90%),,1
"[4, 7, 18, 24, 28, 30]",1,6,4,4,295.0,24.0,275.0,1200,10,8,16,1,27.5,63.0,72.5,37.0,26.8,0.0,5,11,0.688,0.0,0.583,0.0,61.8,🟡 Умеренный,0.2984372529383861,0.5000131766194065,0.58406683181363,2.6666666666666665,37.5,66.7,53.3,⚖️ Базовый,🎯 Интересный (60–90%),0.344,🎯 Интересный (60–90%),🎯 Интересный (60–90%),🎯 Интересный (60–90%),,4
"[4, 7, 19, 22, 25, 29]",1,6,5,3,355.0,11.0,215.0,1200,15,11,17,1,1.7,27.0,98.3,73.0,71.8,0.0,5,6,0.353,0.0,0.5,0.0,90.7,🟢 Очень комфортный,0.2984372529383861,0.5000131766194065,0.3306936172455594,2.833333333333333,35.29411764705882,50.0,37.3,💤 Поверхностный,💤 Поверхностный (0–30%),0.1765,🧠 Насыщенный (Top 10%),💤 Поверхностный (0–30%),💤 Поверхностный (0–30%),,0
"[4, 7, 19, 22, 25, 30]",1,6,4,3,280.0,9.0,290.0,1200,10,13,22,1,1.0,71.4,99.0,28.599999999999994,28.3,0.0,4,9,0.409,0.0,0.636,0.0,77.9,🟡 Умеренный,0.2984372529383861,0.5000131766194065,0.7160438517893849,3.6666666666666665,27.27272727272728,50.0,42.5,⚖️ Базовый,💤 Поверхностный (0–30%),0.2045,🎯 Интересный (60–90%),💤 Поверхностный (0–30%),💤 Поверхностный (0–30%),,0
"[4, 7, 19, 22, 27, 29]",1,6,5,4,355.0,22.0,215.0,1200,16,15,22,1,21.4,27.0,78.6,73.0,57.4,0.0,5,9,0.409,0.0,0.5,0.0,76.9,🟡 Умеренный,0.2984372529383861,0.5000131766194065,0.3306936172455594,3.6666666666666665,27.27272727272728,66.7,41.9,⚖️ Базовый,💤 Поверхностный (0–30%),0.2045,🎯 Интересный (60–90%),💤 Поверхностный (0–30%),💤 Поверхностный (0–30%),,0
"[4, 7, 19, 22, 27, 30]",1,6,5,4,280.0,21.0,290.0,1200,11,17,27,1,18.1,71.4,81.9,28.599999999999994,23.4,0.0,5,12,0.444,0.0,0.636,0.0,65.9,🟡 Умеренный,0.2984372529383861,0.5000131766194065,0.7160438517893849,4.5,22.22222222222222,66.7,47.0,⚖️ Базовый,💤 Поверхностный (0–30%),0.222,🎯 Интересный (60–90%),💤 Поверхностный (0–30%),💤 Поверхностный (0–30%),,4
"[4, 7, 19, 22, 28, 30]",1,6,4,4,300.0,23.0,270.0,1200,11,13,22,1,24.6,60.3,75.4,39.7,29.9,0.0,5,9,0.409,0.0,0.545,0.0,64.7,🟡 Умеренный,0.2984372529383861,0.5000131766194065,0.4637642966320561,3.6666666666666665,27.27272727272728,66.7,43.6,⚖️ Базовый,💤 Поверхностный (0–30%),0.2045,🎯 Интересный (60–90%),💤 Поверхностный (0–30%),💤 Поверхностный (0–30%),,0
"[4, 7, 19, 23, 28, 30]",1,6,4,5,290.0,21.0,280.0,1200,10,14,22,1,18.1,66.8,81.9,33.2,27.2,0.0,5,8,0.364,0.0,0.5,0.0,67.3,🟡 Умеренный,0.2984372529383861,0.5000131766194065,0.3306936172455594,3.6666666666666665,27.27272727272728,83.3,44.9,⚖️ Базовый,💤 Поверхностный (0–30%),0.182,🎯 Интересный (60–90%),💤 Поверхностный (0–30%),💤 Поверхностный (0–30%),,4
"[4, 7, 19, 24, 28, 30]",1,6,4,4,290.0,25.0,280.0,1200,10,13,23,1,30.4,66.8,69.6,33.2,23.1,0.0,5,10,0.435,0.0,0.6,0.0,58.7,🟡 Умеренный,0.2984372529383861,0.5000131766194065,0.6250988246455489,3.8333333333333335,26.08695652173913,66.7,46.1,⚖️ Базовый,💤 Поверхностный (0–30%),0.2175,🎯 Интересный (60–90%),💤 Поверхностный (0–30%),💤 Поверхностный (0–30%),,1
"[4, 7, 20, 23, 28, 30]",1,6,5,5,290.0,33.0,280.0,1200,10,9,14,1,65.3,66.8,34.7,33.2,11.5,0.0,5,7,0.5,0.071,0.5,0.0,34.2,🔴 Неудобный,0.8846518737152796,0.5000131766194065,0.3306936172455594,2.333333333333333,42.85714285714285,83.3,64.9,🎯 Интересный,🧠 Насыщенный (Top 10%),0.2855,💤 Поверхностный (0–30%),⚖️ Базовый (30–60%),💤 Поверхностный (0–30%),,5
"[4, 7, 20, 24, 28, 30]",1,6,5,4,290.0,29.0,280.0,1200,10,8,15,1,48.2,66.8,51.8,33.2,17.2,0.0,5,9,0.6,0.067,0.6,0.0,46.2,🔴 Неудобный,0.8662046065461445,0.5000131766194065,0.6250988246455489,2.5,40.0,66.7,66.1,🎯 Интересный,🧠 Насыщенный (Top 10%),0.3335,⚖️ Базовый (30–60%),🎯 Интересный (60–90%),🎯 Интересный (60–90%),,3
"[4, 7, 21, 23, 28, 30]",1,6,4,5,290.0,20.0,280.0,1200,10,10,19,1,15.4,66.8,84.6,33.2,28.1,0.0,4,12,0.632,0.0,0.5,0.0,69.2,🟡 Умеренный,0.2984372529383861,0.5000131766194065,0.3306936172455594,3.1666666666666665,31.57894736842105,83.3,52.2,⚖️ Базовый,⚖️ Базовый (30–60%),0.316,🎯 Интересный (60–90%),🎯 Интересный (60–90%),🎯 Интересный (60–90%),,4
"[4, 7, 21, 24, 28, 30]",1,6,4,4,290.0,24.0,280.0,1200,10,9,20,1,27.5,66.8,72.5,33.2,24.1,0.0,4,14,0.7,0.0,0.6,0.0,60.7,🟡 Умеренный,0.2984372529383861,0.5000131766194065,0.6250988246455489,3.333333333333333,30.0,66.7,53.2,⚖️ Базовый,🎯 Интересный (60–90%),0.35,🎯 Интересный (60–90%),🎯 Интересный (60–90%),🎯 Интересный (60–90%),,4
"[4, 8, 13, 16, 20, 23]",1,6,4,5,270.0,49.0,120.0,1200,10,11,18,0,97.6,1.0,2.4000000000000057,99.0,2.4,0.0,5,9,0.5,0.056,0.364,0.0,31.4,🔴 Неудобный,0.8118905813524482,0.5000131766194065,0.05892584198598,3.0,33.33333333333333,83.3,58.5,⚖️ Базовый,🎯 Интересный (60–90%),0.278,💤 Поверхностный (0–30%),⚖️ Базовый (30–60%),💤 Поверхностный (0–30%),,5
