Sostav,Days,Concerts,Halls,Genre,ShowTime,TransTime,WaitTime,Costs,Musician,Composer,programm,FamilyConc,TransTime_%,WaitTime_%,TransTime_Score,WaitTime_Score,Trans-Wait_%,Density,HallChanges,Top5Authors,Top5AuthorsShare,RareAuthorsShare,RecommendedArtistsRatio,RecommendedPiecesRatio,ComfortScore,ComfortLevel,RareAuthorsShare_qnorm,RecommendedPiecesRatio_qnorm,RecommendedArtistsRatio_qnorm,AvgWorksPerConcert,DepthScore,GenreDiversityScore,IntellectScore,IntellectCategory,IntellectScoreLabel,AuthorBalance,ComfortScoreLabel,AuthorBalanceLabel,Top5AuthorsShareLabel,RareAuthorsShareLabel,GMM_Cluster
"[5, 13, 20, 25]",1,4,2,3,180.0,6.0,240.0,800,5,6,8,0,5.5,44.1,94.5,55.9,52.8,0.0,1,4,0.5,0.125,0.8,0.0,82.9,🟢 Очень комфортный,0.971591208559532,0.5000131766194065,0.9260264586517682,2.0,50.0,50.0,67.1,🎯 Интересный,🧠 Насыщенный (Top 10%),0.3125,🧠 Насыщенный (Top 10%),⚖️ Базовый (30–60%),💤 Поверхностный (0–30%),,3
"[5, 13, 20, 26]",1,4,2,3,180.0,7.0,240.0,800,4,6,7,0,7.6,44.1,92.4,55.9,51.7,0.0,1,4,0.5,0.125,0.8,0.0,81.4,🟢 Очень комфортный,0.971591208559532,0.5000131766194065,0.9260264586517682,1.75,57.14285714285714,50.0,68.0,🎯 Интересный,🧠 Насыщенный (Top 10%),0.3125,🧠 Насыщенный (Top 10%),⚖️ Базовый (30–60%),💤 Поверхностный (0–30%),,3
"[5, 13, 20, 27]",1,4,1,4,180.0,0.0,255.0,800,5,10,13,0,0.2,52.2,99.8,47.8,47.7,0.0,0,7,0.538,0.077,0.8,0.0,84.2,🟢 Очень комфортный,0.9027697253992516,0.5000131766194065,0.9260264586517682,3.25,30.76923076923077,66.7,68.1,🎯 Интересный,🧠 Насыщенный (Top 10%),0.3075,🧠 Насыщенный (Top 10%),⚖️ Базовый (30–60%),⚖️ Базовый (30–60%),,3
"[5, 13, 20, 28]",1,4,2,3,200.0,7.0,285.0,800,5,6,8,0,7.6,65.8,92.4,34.2,31.6,0.0,1,4,0.5,0.125,0.6,0.0,74.9,🟡 Умеренный,0.971591208559532,0.5000131766194065,0.6250988246455489,2.0,50.0,50.0,63.4,🎯 Интересный,🧠 Насыщенный (Top 10%),0.3125,🎯 Интересный (60–90%),⚖️ Базовый (30–60%),💤 Поверхностный (0–30%),,3
"[5, 13, 20, 29]",1,4,2,4,255.0,7.0,315.0,800,11,6,8,0,7.6,77.5,92.4,22.5,20.8,0.0,1,5,0.625,0.125,0.545,0.0,71.4,🟡 Умеренный,0.971591208559532,0.5000131766194065,0.4637642966320561,2.0,50.0,66.7,68.6,🎯 Интересный,🧠 Насыщенный (Top 10%),0.375,🎯 Интересный (60–90%),🎯 Интересный (60–90%),🎯 Интересный (60–90%),,3
"[5, 13, 20, 30]",1,4,2,4,180.0,6.0,390.0,800,6,8,13,0,5.5,93.2,94.5,6.799999999999997,6.4,0.0,1,8,0.615,0.077,0.833,0.0,68.2,🟡 Умеренный,0.9027697253992516,0.5000131766194065,0.9444737258209034,3.25,30.76923076923077,66.7,70.3,🎯 Интересный,🧠 Насыщенный (Top 10%),0.346,🎯 Интересный (60–90%),🎯 Интересный (60–90%),🎯 Интересный (60–90%),,3
"[5, 13, 21, 23]",1,4,3,4,180.0,13.0,210.0,800,6,8,14,0,25.2,29.0,74.8,71.0,53.1,0.0,2,10,0.714,0.0,0.5,0.0,73.7,🟡 Умеренный,0.2984372529383861,0.5000131766194065,0.3306936172455594,3.5,28.57142857142857,66.7,49.7,⚖️ Базовый,🎯 Интересный (60–90%),0.357,🎯 Интересный (60–90%),🎯 Интересный (60–90%),🎯 Интересный (60–90%),,4
"[5, 13, 21, 24]",1,4,3,3,180.0,15.0,225.0,800,6,7,15,0,40.9,35.7,59.1,64.3,38.0,0.0,2,12,0.8,0.0,0.667,0.0,60.7,🟡 Умеренный,0.2984372529383861,0.5000131766194065,0.768368207452696,3.75,26.666666666666668,50.0,52.9,⚖️ Базовый,🎯 Интересный (60–90%),0.4,🎯 Интересный (60–90%),🧠 Насыщенный (Top 10%),🧠 Насыщенный (Top 10%),,4
"[5, 13, 21, 25]",1,4,3,3,180.0,14.0,240.0,800,5,7,13,0,32.9,44.1,67.1,55.9,37.5,0.0,2,9,0.692,0.0,0.8,0.0,63.7,🟡 Умеренный,0.2984372529383861,0.5000131766194065,0.9260264586517682,3.25,30.76923076923077,50.0,52.7,⚖️ Базовый,🎯 Интересный (60–90%),0.346,🎯 Интересный (60–90%),🎯 Интересный (60–90%),🎯 Интересный (60–90%),,4
"[5, 13, 21, 26]",1,4,3,3,180.0,8.0,240.0,800,4,7,12,0,11.2,44.1,88.8,55.9,49.6,0.0,2,9,0.692,0.0,0.8,0.0,78.9,🟡 Умеренный,0.2984372529383861,0.5000131766194065,0.9260264586517682,3.0,33.33333333333333,50.0,53.0,⚖️ Базовый,🎯 Интересный (60–90%),0.346,🎯 Интересный (60–90%),🎯 Интересный (60–90%),🎯 Интересный (60–90%),,4
"[5, 13, 21, 27]",1,4,2,4,180.0,14.0,255.0,800,5,10,17,0,32.9,52.2,67.1,47.8,32.1,0.0,2,12,0.667,0.0,0.8,0.0,61.3,🟡 Умеренный,0.2984372529383861,0.5000131766194065,0.9260264586517682,4.25,23.52941176470588,66.7,55.3,⚖️ Базовый,🎯 Интересный (60–90%),0.3335,🎯 Интересный (60–90%),🎯 Интересный (60–90%),🎯 Интересный (60–90%),,4
"[5, 13, 21, 28]",1,4,2,3,200.0,7.0,285.0,800,5,7,13,0,7.6,65.8,92.4,34.2,31.6,0.0,1,9,0.692,0.0,0.6,0.0,74.9,🟡 Умеренный,0.2984372529383861,0.5000131766194065,0.6250988246455489,3.25,30.76923076923077,50.0,48.9,⚖️ Базовый,⚖️ Базовый (30–60%),0.346,🎯 Интересный (60–90%),🎯 Интересный (60–90%),🎯 Интересный (60–90%),,4
"[5, 13, 21, 29]",1,4,3,4,255.0,16.0,315.0,800,11,7,13,0,46.9,77.5,53.1,22.5,11.9,0.0,2,10,0.769,0.0,0.545,0.0,43.9,🔴 Неудобный,0.2984372529383861,0.5000131766194065,0.4637642966320561,3.25,30.76923076923077,66.7,53.0,⚖️ Базовый,🎯 Интересный (60–90%),0.3845,⚖️ Базовый (30–60%),🎯 Интересный (60–90%),🧠 Насыщенный (Top 10%),,1
"[5, 13, 21, 30]",1,4,3,4,180.0,14.0,390.0,800,6,9,18,0,32.9,93.2,67.1,6.799999999999997,4.6,0.0,2,13,0.722,0.0,0.833,0.0,49.0,🔴 Неудобный,0.2984372529383861,0.5000131766194065,0.9444737258209034,4.5,22.22222222222222,66.7,56.8,⚖️ Базовый,🎯 Интересный (60–90%),0.361,⚖️ Базовый (30–60%),🎯 Интересный (60–90%),🎯 Интересный (60–90%),,1
"[5, 13, 22, 25]",1,4,3,3,190.0,6.0,230.0,800,7,5,8,0,5.5,38.3,94.5,61.7,58.3,0.0,2,5,0.625,0.0,0.571,0.0,84.7,🟢 Очень комфортный,0.2984372529383861,0.5000131766194065,0.5485953723712644,2.0,50.0,50.0,48.7,⚖️ Базовый,⚖️ Базовый (30–60%),0.3125,🧠 Насыщенный (Top 10%),⚖️ Базовый (30–60%),🎯 Интересный (60–90%),,4
"[5, 13, 22, 27]",1,4,2,4,190.0,12.0,245.0,800,7,9,13,0,20.9,47.2,79.1,52.8,41.8,0.0,2,8,0.615,0.0,0.571,0.0,71.2,🟡 Умеренный,0.2984372529383861,0.5000131766194065,0.5485953723712644,3.25,30.76923076923077,66.7,50.2,⚖️ Базовый,🎯 Интересный (60–90%),0.3075,🎯 Интересный (60–90%),⚖️ Базовый (30–60%),🎯 Интересный (60–90%),,4
"[5, 13, 22, 28]",1,4,3,3,210.0,13.0,275.0,800,7,5,8,0,25.2,60.5,74.8,39.5,29.5,0.0,2,5,0.625,0.0,0.429,0.0,64.2,🟡 Умеренный,0.2984372529383861,0.5000131766194065,0.1471433089126653,2.0,50.0,50.0,43.7,⚖️ Базовый,⚖️ Базовый (30–60%),0.3125,🎯 Интересный (60–90%),⚖️ Базовый (30–60%),🎯 Интересный (60–90%),,0
"[5, 13, 22, 29]",1,4,3,4,265.0,8.0,305.0,800,13,5,8,0,11.2,71.7,88.8,28.3,25.1,0.0,2,6,0.75,0.0,0.462,0.0,70.6,🟡 Умеренный,0.2984372529383861,0.5000131766194065,0.2262030253518157,2.0,50.0,66.7,52.0,⚖️ Базовый,🎯 Интересный (60–90%),0.375,🎯 Интересный (60–90%),🎯 Интересный (60–90%),🎯 Интересный (60–90%),,4
"[5, 13, 22, 30]",1,4,3,4,190.0,6.0,380.0,800,8,7,13,0,5.5,89.3,94.5,10.700000000000005,10.1,0.0,2,9,0.692,0.0,0.625,0.0,69.4,🟡 Умеренный,0.2984372529383861,0.5000131766194065,0.6850129130870184,3.25,30.76923076923077,66.7,53.8,⚖️ Базовый,🎯 Интересный (60–90%),0.346,🎯 Интересный (60–90%),🎯 Интересный (60–90%),🎯 Интересный (60–90%),,4
"[5, 13, 23, 28]",1,4,3,3,200.0,18.0,285.0,800,6,6,8,0,54.8,65.8,45.2,34.2,15.5,0.0,2,4,0.5,0.0,0.333,0.0,41.9,🔴 Неудобный,0.2984372529383861,0.5000131766194065,0.0401096294734622,2.0,50.0,50.0,39.2,💤 Поверхностный,💤 Поверхностный (0–30%),0.25,⚖️ Базовый (30–60%),💤 Поверхностный (0–30%),💤 Поверхностный (0–30%),,2
"[5, 13, 23, 29]",1,4,3,4,255.0,26.0,315.0,800,12,6,8,0,88.7,77.5,11.299999999999995,22.5,2.5,0.0,2,5,0.625,0.0,0.417,0.0,14.7,🔴 Неудобный,0.2984372529383861,0.5000131766194065,0.1258762451905339,2.0,50.0,66.7,47.6,⚖️ Базовый,⚖️ Базовый (30–60%),0.3125,💤 Поверхностный (0–30%),⚖️ Базовый (30–60%),🎯 Интересный (60–90%),,2
"[5, 13, 23, 30]",1,4,3,4,180.0,23.0,390.0,800,7,8,13,0,77.2,93.2,22.8,6.799999999999997,1.6,0.0,2,8,0.615,0.0,0.571,0.0,18.0,🔴 Неудобный,0.2984372529383861,0.5000131766194065,0.5485953723712644,3.25,30.76923076923077,66.7,50.2,⚖️ Базовый,🎯 Интересный (60–90%),0.3075,💤 Поверхностный (0–30%),⚖️ Базовый (30–60%),🎯 Интересный (60–90%),,5
"[5, 13, 24, 28]",1,4,3,3,200.0,14.0,285.0,800,6,5,9,0,32.9,65.8,67.1,34.2,22.9,0.0,2,6,0.667,0.0,0.5,0.0,57.2,🟡 Умеренный,0.2984372529383861,0.5000131766194065,0.3306936172455594,2.25,44.44444444444444,50.0,46.3,⚖️ Базовый,⚖️ Базовый (30–60%),0.3335,🎯 Интересный (60–90%),🎯 Интересный (60–90%),🎯 Интересный (60–90%),,1
"[5, 13, 24, 29]",1,4,3,4,255.0,8.0,315.0,800,12,5,9,0,11.2,77.5,88.8,22.5,20.0,0.0,2,7,0.778,0.0,0.5,0.0,68.9,🟡 Умеренный,0.2984372529383861,0.5000131766194065,0.3306936172455594,2.25,44.44444444444444,66.7,53.3,⚖️ Базовый,🎯 Интересный (60–90%),0.389,🎯 Интересный (60–90%),🎯 Интересный (60–90%),🧠 Насыщенный (Top 10%),,4
"[5, 13, 24, 30]",1,4,3,4,180.0,7.0,390.0,800,7,7,14,0,7.6,93.2,92.4,6.799999999999997,6.3,0.0,2,10,0.714,0.0,0.714,0.0,66.7,🟡 Умеренный,0.2984372529383861,0.5000131766194065,0.8423681020397407,3.5,28.57142857142857,66.7,56.1,⚖️ Базовый,🎯 Интересный (60–90%),0.357,🎯 Интересный (60–90%),🎯 Интересный (60–90%),🎯 Интересный (60–90%),,4
"[5, 13, 25, 29]",1,4,3,4,255.0,8.0,315.0,800,11,5,7,0,11.2,77.5,88.8,22.5,20.0,0.0,2,4,0.571,0.0,0.545,0.0,68.9,🟡 Умеренный,0.2984372529383861,0.5000131766194065,0.4637642966320561,1.75,57.14285714285714,66.7,51.4,⚖️ Базовый,🎯 Интересный (60–90%),0.2855,🎯 Интересный (60–90%),⚖️ Базовый (30–60%),⚖️ Базовый (30–60%),,4
"[5, 13, 25, 30]",1,4,2,4,180.0,6.0,390.0,800,6,7,12,0,5.5,93.2,94.5,6.799999999999997,6.4,0.0,1,7,0.583,0.0,0.833,0.0,68.2,🟡 Умеренный,0.2984372529383861,0.5000131766194065,0.9444737258209034,3.0,33.33333333333333,66.7,54.7,⚖️ Базовый,🎯 Интересный (60–90%),0.2915,🎯 Интересный (60–90%),⚖️ Базовый (30–60%),⚖️ Базовый (30–60%),,4
"[5, 13, 26, 29]",1,4,3,3,255.0,16.0,315.0,800,10,5,6,0,46.9,77.5,53.1,22.5,11.9,0.0,2,4,0.571,0.0,0.545,0.0,43.9,🔴 Неудобный,0.2984372529383861,0.5000131766194065,0.4637642966320561,1.5,66.66666666666666,50.0,48.4,⚖️ Базовый,⚖️ Базовый (30–60%),0.2855,⚖️ Базовый (30–60%),⚖️ Базовый (30–60%),⚖️ Базовый (30–60%),,1
"[5, 13, 26, 30]",1,4,3,3,180.0,14.0,390.0,800,5,7,11,0,32.9,93.2,67.1,6.799999999999997,4.6,0.0,2,7,0.583,0.0,0.833,0.0,49.0,🔴 Неудобный,0.2984372529383861,0.5000131766194065,0.9444737258209034,2.75,36.36363636363637,50.0,50.9,⚖️ Базовый,🎯 Интересный (60–90%),0.2915,⚖️ Базовый (30–60%),⚖️ Базовый (30–60%),⚖️ Базовый (30–60%),,1
"[5, 13, 27, 29]",1,4,2,4,255.0,7.0,315.0,800,11,9,12,0,7.6,77.5,92.4,22.5,20.8,0.0,1,7,0.583,0.0,0.545,0.0,71.4,🟡 Умеренный,0.2984372529383861,0.5000131766194065,0.4637642966320561,3.0,33.33333333333333,66.7,48.7,⚖️ Базовый,⚖️ Базовый (30–60%),0.2915,🎯 Интересный (60–90%),⚖️ Базовый (30–60%),⚖️ Базовый (30–60%),,4
"[5, 13, 27, 30]",1,4,2,4,180.0,6.0,390.0,800,6,11,17,0,5.5,93.2,94.5,6.799999999999997,6.4,0.0,1,10,0.588,0.0,0.833,0.0,68.2,🟡 Умеренный,0.2984372529383861,0.5000131766194065,0.9444737258209034,4.25,23.52941176470588,66.7,53.6,⚖️ Базовый,🎯 Интересный (60–90%),0.294,🎯 Интересный (60–90%),⚖️ Базовый (30–60%),⚖️ Базовый (30–60%),,4
"[5, 13, 28, 30]",1,4,3,3,200.0,14.0,370.0,800,6,7,12,0,32.9,88.7,67.1,11.299999999999995,7.6,0.0,2,7,0.583,0.0,0.667,0.0,50.4,🟡 Умеренный,0.2984372529383861,0.5000131766194065,0.768368207452696,3.0,33.33333333333333,50.0,48.3,⚖️ Базовый,⚖️ Базовый (30–60%),0.2915,⚖️ Базовый (30–60%),⚖️ Базовый (30–60%),⚖️ Базовый (30–60%),,1
"[5, 14, 18, 22]",1,4,4,3,195.0,15.0,175.0,800,9,8,15,0,40.9,17.3,59.1,82.7,48.9,0.0,3,11,0.733,0.0,0.556,0.0,66.2,🟡 Умеренный,0.2984372529383861,0.5000131766194065,0.498194803141306,3.75,26.666666666666668,50.0,47.8,⚖️ Базовый,⚖️ Базовый (30–60%),0.3665,🎯 Интересный (60–90%),🎯 Интересный (60–90%),🎯 Интересный (60–90%),,4
"[5, 14, 18, 23]",1,4,4,4,185.0,25.0,205.0,800,8,9,15,0,85.4,26.3,14.599999999999994,73.7,10.8,0.0,3,10,0.667,0.0,0.5,0.0,32.3,🔴 Неудобный,0.2984372529383861,0.5000131766194065,0.3306936172455594,3.75,26.666666666666668,66.7,48.3,⚖️ Базовый,⚖️ Базовый (30–60%),0.3335,💤 Поверхностный (0–30%),🎯 Интересный (60–90%),🎯 Интересный (60–90%),,2
"[5, 14, 18, 24]",1,4,4,3,185.0,15.0,220.0,800,8,8,16,0,40.9,32.9,59.1,67.1,39.7,0.0,3,12,0.75,0.0,0.625,0.0,61.5,🟡 Умеренный,0.2984372529383861,0.5000131766194065,0.6850129130870184,4.0,25.0,50.0,50.4,⚖️ Базовый,🎯 Интересный (60–90%),0.375,🎯 Интересный (60–90%),🎯 Интересный (60–90%),🎯 Интересный (60–90%),,4
"[5, 14, 18, 25]",1,4,3,3,185.0,14.0,235.0,800,7,9,14,0,32.9,40.2,67.1,59.8,40.1,0.0,2,9,0.643,0.0,0.714,0.0,64.9,🟡 Умеренный,0.2984372529383861,0.5000131766194065,0.8423681020397407,3.5,28.57142857142857,50.0,50.1,⚖️ Базовый,🎯 Интересный (60–90%),0.3215,🎯 Интересный (60–90%),🎯 Интересный (60–90%),🎯 Интересный (60–90%),,4
"[5, 14, 18, 26]",1,4,4,4,185.0,21.0,235.0,800,7,9,14,0,70.2,40.2,29.8,59.8,17.8,0.0,3,9,0.643,0.0,0.714,0.0,38.8,🔴 Неудобный,0.2984372529383861,0.5000131766194065,0.8423681020397407,3.5,28.57142857142857,66.7,54.3,⚖️ Базовый,🎯 Интересный (60–90%),0.3215,⚖️ Базовый (30–60%),🎯 Интересный (60–90%),🎯 Интересный (60–90%),,1
"[5, 14, 18, 27]",1,4,3,4,185.0,20.0,250.0,800,6,8,13,0,64.5,48.6,35.5,51.4,18.2,0.0,3,12,0.632,0.0,0.714,0.0,40.3,🔴 Неудобный,0.2984372529383861,0.5000131766194065,0.8423681020397407,3.25,30.76923076923077,66.7,54.3,⚖️ Базовый,🎯 Интересный (60–90%),0.316,⚖️ Базовый (30–60%),⚖️ Базовый (30–60%),🎯 Интересный (60–90%),,1
"[5, 14, 18, 28]",1,4,3,4,205.0,21.0,280.0,800,7,9,14,0,70.2,62.3,29.8,37.7,11.2,0.0,3,9,0.643,0.0,0.571,0.0,32.2,🔴 Неудобный,0.2984372529383861,0.5000131766194065,0.5485953723712644,3.5,28.57142857142857,66.7,50.6,⚖️ Базовый,🎯 Интересный (60–90%),0.3215,💤 Поверхностный (0–30%),🎯 Интересный (60–90%),🎯 Интересный (60–90%),,5
"[5, 14, 18, 29]",1,4,4,4,260.0,16.0,310.0,800,13,8,14,0,46.9,73.3,53.1,26.700000000000003,14.2,0.0,3,10,0.714,0.0,0.538,0.0,45.2,🔴 Неудобный,0.2984372529383861,0.5000131766194065,0.437714120065356,3.5,28.57142857142857,66.7,51.0,⚖️ Базовый,🎯 Интересный (60–90%),0.357,⚖️ Базовый (30–60%),🎯 Интересный (60–90%),🎯 Интересный (60–90%),,1
"[5, 14, 18, 30]",1,4,3,4,185.0,14.0,385.0,800,8,10,19,0,32.9,90.3,67.1,9.700000000000005,6.5,0.0,2,13,0.684,0.0,0.75,0.0,49.9,🔴 Неудобный,0.2984372529383861,0.5000131766194065,0.8828993833342118,4.75,21.052631578947366,66.7,54.9,⚖️ Базовый,🎯 Интересный (60–90%),0.342,⚖️ Базовый (30–60%),🎯 Интересный (60–90%),🎯 Интересный (60–90%),,1
"[5, 14, 19, 22]",1,4,4,2,190.0,15.0,180.0,800,7,14,22,0,40.9,20.0,59.1,80.0,47.3,0.0,3,10,0.455,0.0,0.571,0.0,65.4,🟡 Умеренный,0.2984372529383861,0.5000131766194065,0.5485953723712644,5.5,18.181818181818183,33.3,36.3,💤 Поверхностный,💤 Поверхностный (0–30%),0.2275,🎯 Интересный (60–90%),💤 Поверхностный (0–30%),💤 Поверхностный (0–30%),,0
"[5, 14, 19, 23]",1,4,4,3,180.0,14.0,210.0,800,6,15,22,0,32.9,29.0,67.1,71.0,47.6,0.0,3,9,0.409,0.0,0.5,0.0,68.3,🟡 Умеренный,0.2984372529383861,0.5000131766194065,0.3306936172455594,5.5,18.181818181818183,50.0,36.6,💤 Поверхностный,💤 Поверхностный (0–30%),0.2045,🎯 Интересный (60–90%),💤 Поверхностный (0–30%),💤 Поверхностный (0–30%),,0
"[5, 14, 19, 24]",1,4,4,2,180.0,16.0,225.0,800,6,14,23,0,46.9,35.7,53.1,64.3,34.1,0.0,3,11,0.478,0.0,0.667,0.0,56.5,🟡 Умеренный,0.2984372529383861,0.5000131766194065,0.768368207452696,5.75,17.391304347826086,33.3,39.5,💤 Поверхностный,💤 Поверхностный (0–30%),0.239,⚖️ Базовый (30–60%),💤 Поверхностный (0–30%),💤 Поверхностный (0–30%),,0
"[5, 14, 19, 25]",1,4,4,2,180.0,15.0,240.0,800,5,15,21,0,40.9,44.1,59.1,55.9,33.0,0.0,3,8,0.381,0.0,0.8,0.0,58.1,🟡 Умеренный,0.2984372529383861,0.5000131766194065,0.9260264586517682,5.25,19.047619047619047,33.3,39.3,💤 Поверхностный,💤 Поверхностный (0–30%),0.1905,🎯 Интересный (60–90%),💤 Поверхностный (0–30%),💤 Поверхностный (0–30%),,0
"[5, 14, 19, 26]",1,4,3,3,180.0,8.0,240.0,800,5,15,21,0,11.2,44.1,88.8,55.9,49.6,0.0,2,8,0.381,0.0,0.8,0.0,78.9,🟡 Умеренный,0.2984372529383861,0.5000131766194065,0.9260264586517682,5.25,19.047619047619047,50.0,43.4,⚖️ Базовый,⚖️ Базовый (30–60%),0.1905,🎯 Интересный (60–90%),💤 Поверхностный (0–30%),💤 Поверхностный (0–30%),,4
"[5, 14, 19, 27]",1,4,3,3,180.0,15.0,255.0,800,4,14,20,0,40.9,52.2,59.1,47.8,28.2,0.0,3,11,0.423,0.0,0.8,0.0,55.7,🟡 Умеренный,0.2984372529383861,0.5000131766194065,0.9260264586517682,5.0,20.0,50.0,44.6,⚖️ Базовый,⚖️ Базовый (30–60%),0.2115,⚖️ Базовый (30–60%),💤 Поверхностный (0–30%),💤 Поверхностный (0–30%),,1
"[5, 14, 19, 28]",1,4,3,3,200.0,9.0,285.0,800,5,15,21,0,15.1,65.8,84.9,34.2,29.0,0.0,3,8,0.381,0.0,0.6,0.0,69.7,🟡 Умеренный,0.2984372529383861,0.5000131766194065,0.6250988246455489,5.25,19.047619047619047,50.0,39.7,💤 Поверхностный,💤 Поверхностный (0–30%),0.1905,🎯 Интересный (60–90%),💤 Поверхностный (0–30%),💤 Поверхностный (0–30%),,0
"[5, 14, 19, 29]",1,4,4,3,255.0,17.0,315.0,800,11,14,21,0,51.1,77.5,48.9,22.5,11.0,0.0,3,9,0.429,0.0,0.545,0.0,41.0,🔴 Неудобный,0.2984372529383861,0.5000131766194065,0.4637642966320561,5.25,19.047619047619047,50.0,38.9,💤 Поверхностный,💤 Поверхностный (0–30%),0.2145,⚖️ Базовый (30–60%),💤 Поверхностный (0–30%),💤 Поверхностный (0–30%),,2
"[5, 14, 19, 30]",1,4,4,3,180.0,15.0,390.0,800,6,16,26,0,40.9,93.2,59.1,6.799999999999997,4.0,0.0,3,12,0.462,0.0,0.833,0.0,43.4,🔴 Неудобный,0.2984372529383861,0.5000131766194065,0.9444737258209034,6.5,15.384615384615383,50.0,45.2,⚖️ Базовый,⚖️ Базовый (30–60%),0.231,⚖️ Базовый (30–60%),💤 Поверхностный (0–30%),💤 Поверхностный (0–30%),,1
"[5, 14, 20, 23]",1,4,3,3,180.0,26.0,210.0,800,6,10,14,0,88.7,29.0,11.299999999999995,71.0,8.0,0.0,3,8,0.571,0.071,0.5,0.0,29.2,🔴 Неудобный,0.8846518737152796,0.5000131766194065,0.3306936172455594,3.5,28.57142857142857,50.0,56.6,⚖️ Базовый,🎯 Интересный (60–90%),0.3209999999999999,💤 Поверхностный (0–30%),🎯 Интересный (60–90%),⚖️ Базовый (30–60%),,5
"[5, 14, 20, 24]",1,4,3,2,180.0,20.0,225.0,800,6,9,15,0,64.5,35.7,35.5,64.3,22.8,0.0,3,10,0.667,0.067,0.667,0.0,44.1,🔴 Неудобный,0.8662046065461445,0.5000131766194065,0.768368207452696,3.75,26.666666666666668,33.3,59.6,⚖️ Базовый,🧠 Насыщенный (Top 10%),0.367,⚖️ Базовый (30–60%),🎯 Интересный (60–90%),🎯 Интересный (60–90%),,3
"[5, 14, 20, 25]",1,4,3,2,180.0,20.0,240.0,800,5,10,13,0,64.5,44.1,35.5,55.9,19.8,0.0,3,7,0.538,0.077,0.8,0.0,41.6,🔴 Неудобный,0.9027697253992516,0.5000131766194065,0.9260264586517682,3.25,30.76923076923077,33.3,59.8,⚖️ Базовый,🧠 Насыщенный (Top 10%),0.3075,⚖️ Базовый (30–60%),⚖️ Базовый (30–60%),⚖️ Базовый (30–60%),,5
"[5, 14, 20, 26]",1,4,3,3,180.0,21.0,240.0,800,5,10,13,0,70.2,44.1,29.8,55.9,16.7,0.0,3,7,0.538,0.077,0.8,0.0,37.6,🔴 Неудобный,0.9027697253992516,0.5000131766194065,0.9260264586517682,3.25,30.76923076923077,50.0,63.9,🎯 Интересный,🧠 Насыщенный (Top 10%),0.3075,⚖️ Базовый (30–60%),⚖️ Базовый (30–60%),⚖️ Базовый (30–60%),,5
"[5, 14, 20, 27]",1,4,2,3,180.0,14.0,255.0,800,4,9,12,0,32.9,52.2,67.1,47.8,32.1,0.0,2,10,0.556,0.056,0.8,0.0,61.3,🟡 Умеренный,0.8118905813524482,0.5000131766194065,0.9260264586517682,3.0,33.33333333333333,50.0,62.4,🎯 Интересный,🧠 Насыщенный (Top 10%),0.306,🎯 Интересный (60–90%),⚖️ Базовый (30–60%),⚖️ Базовый (30–60%),,3
"[5, 14, 20, 28]",1,4,2,3,200.0,21.0,285.0,800,5,10,13,0,70.2,65.8,29.8,34.2,10.2,0.0,3,7,0.538,0.077,0.6,0.0,31.1,🔴 Неудобный,0.9027697253992516,0.5000131766194065,0.6250988246455489,3.25,30.76923076923077,50.0,60.2,🎯 Интересный,🧠 Насыщенный (Top 10%),0.3075,💤 Поверхностный (0–30%),⚖️ Базовый (30–60%),⚖️ Базовый (30–60%),,5
"[5, 14, 20, 29]",1,4,3,3,255.0,21.0,315.0,800,11,9,13,0,70.2,77.5,29.8,22.5,6.7,0.0,3,8,0.615,0.077,0.545,0.0,27.6,🔴 Неудобный,0.9027697253992516,0.5000131766194065,0.4637642966320561,3.25,30.76923076923077,50.0,60.1,🎯 Интересный,🧠 Насыщенный (Top 10%),0.346,💤 Поверхностный (0–30%),🎯 Интересный (60–90%),🎯 Интересный (60–90%),,5
"[5, 14, 20, 30]",1,4,3,3,180.0,20.0,390.0,800,6,11,18,0,64.5,93.2,35.5,6.799999999999997,2.4,0.0,3,11,0.611,0.056,0.833,0.0,26.9,🔴 Неудобный,0.8118905813524482,0.5000131766194065,0.9444737258209034,4.5,22.22222222222222,50.0,62.7,🎯 Интересный,🧠 Насыщенный (Top 10%),0.3335,💤 Поверхностный (0–30%),🎯 Интересный (60–90%),⚖️ Базовый (30–60%),,5
"[5, 14, 21, 23]",1,4,3,3,180.0,13.0,210.0,800,6,10,18,0,25.2,29.0,74.8,71.0,53.1,0.0,2,13,0.684,0.0,0.5,0.0,73.7,🟡 Умеренный,0.2984372529383861,0.5000131766194065,0.3306936172455594,4.5,22.22222222222222,50.0,44.0,⚖️ Базовый,⚖️ Базовый (30–60%),0.342,🎯 Интересный (60–90%),🎯 Интересный (60–90%),🎯 Интересный (60–90%),,4
"[5, 14, 21, 24]",1,4,3,2,180.0,15.0,225.0,800,6,9,19,0,40.9,35.7,59.1,64.3,38.0,0.0,2,15,0.75,0.0,0.667,0.0,60.7,🟡 Умеренный,0.2984372529383861,0.5000131766194065,0.768368207452696,4.75,21.052631578947366,33.3,46.8,⚖️ Базовый,⚖️ Базовый (30–60%),0.375,🎯 Интересный (60–90%),🎯 Интересный (60–90%),🎯 Интересный (60–90%),,1
